Número de identificação da publicação,Link permanente,Publicar mensagem,Tipo,Países,Idiomas,Publicado,Direcionamento do público,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - unlike_page_clicks,Lifetime Negative Feedback by Type - report_spam_clicks,,
316136345150243_1618777768219421,https://www.facebook.com/camaradeputados/posts/1618777768219421,"O texto altera seis leis para garantir benefícios a quem tem doenças como esclerose lateral amiotrófica e glaucoma, mas ainda precisa ser votado por outras comissões da Câmara. goo.gl/tzjsTN",Photo,,,05/08/2018 7:02:00 AM, ,9643,9643,0,12158,12158,0,270,144,194,0,0,8493,6834,0,0,197,0,0,0,0,0,0,0,0,0,0,78,107,8,90,114,12,89,58,13,,114,66,14,,,,,,,,,,,
316136345150243_1621780157919182,https://www.facebook.com/camaradeputados/posts/1621780157919182,A Comissão de Legislação Participativa debate nesta quarta-feira (9) as demandas da sociedade civil para elaborar um plano de trabalho do colegiado para o ano de 2018. Entre na sala de debates e participe! goo.gl/QgJwwF,Photo,,,05/07/2018 3:05:00 PM, ,4203,4203,0,5759,5759,0,89,50,68,0,0,4576,3319,0,0,64,0,0,0,0,0,0,0,0,0,0,13,32,13,13,32,24,36,11,5,,52,11,5,,,,,,,,,,,
316136345150243_1621490107948187,https://www.facebook.com/camaradeputados/posts/1621490107948187,"A Câmara está iluminada de amarelo em comemoração aos dez anos da Lei Seca. Se beber, não dirija!",Photo,,,05/07/2018 1:00:00 PM, ,15411,15411,0,20106,20106,0,706,478,623,2,2,13655,10811,0,0,479,0,0,0,0,0,0,0,0,0,0,72,280,64,76,291,127,411,89,,,525,98,,,1,1,,,1,1,,,,
316136345150243_1618714851559046,https://www.facebook.com/camaradeputados/posts/1618714851559046,A Comissão de Defesa do Consumidor aprovou projeto que proíbe as distribuidoras de energia elétrica de repassar para os consumidores os custos relacionados a furtos de energia.  goo.gl/H8nHZe,Photo,,,05/07/2018 6:01:00 AM, ,31946,31946,0,39943,39943,0,1639,788,1144,4,4,19315,15366,0,0,852,0,0,0,0,0,0,0,0,0,0,330,896,125,343,939,170,675,142,18,,981,144,19,,,4,,,,4,,,,
316136345150243_1617186645045200,https://www.facebook.com/camaradeputados/videos/1617186645045200/,"Antes de a Câmara vir para Brasília, ela funcionava no Palácio Tiradentes, no Rio de Janeiro. Parte do acervo do palácio, datado de 1926, está bem conservada ainda hoje: são móveis e objetos representativos do início do século XX. Dá uma olhada!",Video,,,05/05/2018 1:01:00 PM, ,9229,9229,0,11655,11655,0,303,246,374,2,3,9786,7685,0,0,252,290,303,0,0,1503,1650,0,0,6460,40339,22,75,13,,23,76,18,,122,194,2,,140,231,2,,3,,,,2,,,
316136345150243_1618767184887146,https://www.facebook.com/camaradeputados/posts/1618767184887146,A Comissão de Desenvolvimento Econômico aprovou projeto de lei que reduz os impostos das empresas que tenham pelo menos 40% dos empregados de famílias beneficiárias do Bolsa Família. goo.gl/qGuoqo,Photo,,,05/04/2018 3:02:00 PM, ,32315,32315,0,42005,42005,0,1698,1290,1850,2,2,25649,19914,0,0,1161,0,0,0,0,0,0,0,0,0,0,139,547,173,,142,568,241,,,1162,27,186,,1625,29,196,1,1,,,1,1,,
316136345150243_1618816371548894,https://www.facebook.com/camaradeputados/posts/1618816371548894,"Nesta semana, a Câmara dos Deputados foi convidada a participar do Conselho de Segurança Pública da Federação das Indústrias do Estado do Rio de Janeiro. goo.gl/ysU53M Confira também o resumo da semana na Intervenção Federal, com os relatórios do observatório legislativo (Olerj):  http://olerj.camara.leg.br/diario-do-observatorio",Photo,,,05/04/2018 12:59:00 PM, ,6096,6096,0,7540,7540,0,90,51,57,0,0,5867,4532,0,0,63,0,0,0,0,0,0,0,0,0,0,6,38,10,,6,39,14,,,23,,31,,26,,31,,,,,,,,
316136345150243_1617522838344914,https://www.facebook.com/camaradeputados/posts/1617522838344914,"A Comissão de Educação aprovou proposta que torna obrigatória a construção de biblioteca, sala de estudo, creche e pré-escola em todos os conjuntos habitacionais financiados com recursos do Fundo Nacional de Habitação de Interesse Social. goo.gl/xvjgPW",Photo,,,05/04/2018 9:03:00 AM, ,31179,31179,0,43210,43210,0,1582,726,946,2,2,14045,10902,0,0,527,0,0,0,0,0,0,0,0,0,0,246,1018,63,,254,1062,87,,,589,26,168,,744,26,176,1,1,,,1,1,,
316136345150243_1617448445019020,https://www.facebook.com/camaradeputados/posts/1617448445019020,"A Comissão de Viação e Transportes aprovou proposta que aumenta a pena para quem soltar balões em área proibida, como florestas e cidades. goo.gl/sja9SE",Photo,,,05/04/2018 6:02:00 AM, ,11856,11856,0,14762,14762,0,414,229,325,1,1,11022,8798,0,0,319,0,0,0,0,0,0,0,0,0,0,66,197,51,,67,200,81,,,185,6,57,,250,6,69,1,,,,1,,,
316136345150243_1617491631681368,https://www.facebook.com/camaradeputados/posts/1617491631681368,O benefício será pago com dinheiro do Fundo Nacional de Desenvolvimento Florestal (FNDF). A proposta ainda será votada por outras três comissões na Câmara.,Photo,,,05/03/2018 3:07:00 PM, ,11509,11509,0,15035,15035,0,381,166,235,1,1,9338,7396,0,0,229,0,0,0,0,0,0,0,0,0,0,63,236,38,,64,242,43,,,123,,61,,163,,72,1,,,,1,,,
316136345150243_1617236515040213,https://www.facebook.com/camaradeputados/posts/1617236515040213,A Comissão de Viação e Transportes aprovou  proposta que altera o Código de Trânsito Brasileiro para tornar obrigatória a iluminação de faixas de pedestres. goo.gl/iJc9YK,Photo,,,05/03/2018 12:58:00 PM, ,16221,16221,0,20872,20872,0,638,283,375,2,2,10559,8265,0,0,461,0,0,0,0,0,0,0,0,0,0,133,362,22,,141,373,24,,,203,7,86,,275,7,93,1,1,,,1,1,,
316136345150243_1614428888654309,https://www.facebook.com/camaradeputados/posts/1614428888654309,"A Comissão Especial de Enfrentamento ao Homicídio de Jovens aprovou a criação de um plano nacional para combater seu assassinato, com políticas públicas para proteger prioritariamente a população negra e pobre. goo.gl/eQio4d",Photo,,,05/03/2018 8:56:00 AM, ,9587,9587,0,12130,12130,0,386,270,412,2,2,9011,7160,0,0,323,0,0,0,0,0,0,0,0,0,0,39,144,52,,40,152,64,,,232,14,44,,350,14,48,1,1,,,1,1,,
316136345150243_1617217351708796,https://www.facebook.com/camaradeputados/posts/1617217351708796,"São isentos candidatos que pertençam a família inscrita no Cadastro Único para Programas Sociais, do governo federal, cuja renda familiar mensal per capita seja de até meio salário mínimo. Também terão direito os doadores de medula óssea. goo.gl/tEysFP",Photo,,,05/03/2018 6:55:05 AM, ,11170,11170,0,14022,14022,0,349,202,261,3,3,8437,6762,0,0,259,0,0,0,0,0,0,0,0,0,0,66,147,14,,68,149,17,,,135,22,70,,159,23,79,2,1,,,2,1,,
316136345150243_1614387818658416,https://www.facebook.com/camaradeputados/posts/1614387818658416,"A Comissão de Constituição e Justiça aprovou projeto de lei que aumenta a pena para os crimes de homicídio e lesão corporal contra guardas municipais, agentes de trânsito e seus parentes. A proposta ainda será votada pelo Plenário. goo.gl/Rjanbe",Photo,,,05/02/2018 3:06:00 PM, ,22977,22977,0,30659,30659,0,1288,813,1128,6,7,14871,11771,0,0,834,0,0,0,0,0,0,0,0,0,0,95,577,98,,99,606,160,,,668,30,156,,936,33,159,4,3,,,4,2,,
316136345150243_1614380391992492,https://www.facebook.com/camaradeputados/posts/1614380391992492,"A Comissão de Desenvolvimento Econômico aprovou projeto de lei que cancela, por dez anos, o CNPJ de empresas que fizerem uso direto ou indireto de trabalho escravo. goo.gl/8oHJWZ",Photo,,,05/02/2018 1:01:01 PM, ,10676,10676,0,13524,13524,0,384,236,320,4,4,9398,7534,0,0,306,0,0,0,0,0,0,0,0,0,0,70,169,35,,70,175,50,,,184,3,50,,268,3,49,1,3,,,1,3,,
316136345150243_1611537315610133,https://www.facebook.com/camaradeputados/posts/1611537315610133,Comissão de Finanças aprova proposta que proíbe a cobrança de diplomas e certificados de conclusão de curso. A proposta ainda será votada em outras comissões. https://goo.gl/CGgsPr,Photo,,,05/02/2018 7:09:00 AM, ,14319,14319,0,18758,18758,0,619,356,489,4,4,11523,8615,0,0,495,0,0,0,0,0,0,0,0,0,0,126,288,30,,128,300,49,,,305,16,59,,412,16,61,4,,,,4,,,
316136345150243_1611527045611160,https://www.facebook.com/camaradeputados/posts/1611527045611160,"A Comissão de Seguridade Social aprovou projeto de lei que proíbe fumar em carro que tenha criança, adolescente ou grávida. goo.gl/sZJezJ",Photo,,,04/30/2018 3:07:00 PM, ,30864,30864,0,40590,40590,0,1597,1071,1525,5,6,23851,18379,0,0,1191,0,0,0,0,0,0,0,0,0,0,171,642,182,,173,661,245,,,923,13,192,,1318,14,193,6,,,,5,,,
316136345150243_1611523545611510,https://www.facebook.com/camaradeputados/posts/1611523545611510,"A Comissão de Constituição e Justiça e de Cidadania aprovou proposta que aumenta em 1/3 as penas para os crimes contra a honra (calúnia, injúria e difamação), de lesão corporal, de ameaça e de desacato contra médicos e outros profissionais da área de saúde no exercício da profissão. goo.gl/3L4ubA",Photo,,,04/30/2018 1:01:00 PM, ,11657,11657,0,14710,14710,0,512,381,576,6,6,10717,8538,0,0,404,0,0,0,0,0,0,0,0,0,0,45,168,89,,45,181,116,,,319,10,72,,490,10,76,3,3,,,3,3,,
316136345150243_1611521552278376,https://www.facebook.com/camaradeputados/posts/1611521552278376,A Comissão de Desenvolvimento Econômico aprovou proposta que obriga os estacionamentos de shoppings a cobrarem das motocicletas tarifa proporcional ao espaço que elas ocupam. O texto ainda será analisado por outras comissões da Câmara. goo.gl/EePvXh,Photo,,,04/30/2018 7:08:00 AM, ,19124,19124,0,23677,23677,0,843,616,888,4,4,16421,13667,0,0,617,0,0,0,0,0,0,0,0,0,0,80,286,73,,81,296,138,,,531,6,108,,769,6,113,3,1,,,3,1,,
316136345150243_1611516352278896,https://www.facebook.com/camaradeputados/posts/1611516352278896,A proposta dispensa usuários de marca-passo ou próteses metálicas de passar pelos equipamentos de detecção de metais que empreguem radiação eletromagnética. O texto segue para discussão no Senado Federal. goo.gl/WF6P78,Photo,,,04/27/2018 4:04:00 PM, ,12364,12364,0,15974,15974,0,550,419,588,2,2,12943,10196,0,0,451,0,0,0,0,0,0,0,0,0,0,38,120,26,,39,127,52,,,361,5,78,,500,6,82,2,,,,2,,,
316136345150243_1611489368948261,https://www.facebook.com/camaradeputados/posts/1611489368948261,"Em 1983, o professor Darcy Ribeiro, então vice-governador do Rio de Janeiro, criou um grupo de professores para formular uma estratégia de Educação Integral. Nasciam ali os Centros Integrados de Educação Pública (Cieps). Leia o depoimento da professora Selma Fátima, diretora do Ciep Pontes de Miranda. https://goo.gl/1EBzi6
A intervenção federal na segurança pública do Rio de Janeiro completou um mês. Veja um resumo dos principais acontecimentos deste período: https://goo.gl/6URk6z
As cidades da Baixada Fluminense, região vizinha à capital fluminense, surgiram e cresceram de forma irregular, sem planejamento e sem serviços públicos de qualidade para toda a sua população. O Observatório conversou com uma moradora de Duque de Caxias sobre como é viver nesta localidade. https://goo.gl/n7kxDN #olerj #intervencao",Photo,,,04/27/2018 12:59:00 PM, ,4827,4827,0,6401,6401,0,86,55,59,2,2,5405,4090,0,0,72,0,0,0,0,0,0,0,0,0,0,10,27,2,,11,28,3,,,22,,32,,23,,36,1,1,,,1,1,,
316136345150243_1610411802389351,https://www.facebook.com/camaradeputados/posts/1610411802389351,"A Comissão de Constituição e Justiça e de Cidadania aprovou proposta que aumenta em até 50% a pena do acusado por violência doméstica que matar a mulher que já estiver sob proteção da Lei Maria da Penha. Entre as medidas protetivas previstas na lei estão o afastamento do lar, a proibição de se aproximar da vítima e a restrição de visita aos filhos. O texto ainda será votado pelo Plenário da Câmara. https://goo.gl/hmBytN",Photo,,,04/27/2018 6:55:00 AM, ,14005,14005,0,17334,17334,0,661,403,605,3,3,10010,7870,0,0,404,0,0,0,0,0,0,0,0,0,0,95,253,58,,95,262,93,,,335,6,88,,507,9,89,3,,,,3,,,
316136345150243_1607661969331001,https://www.facebook.com/camaradeputados/posts/1607661969331001,"A Comissão de Meio Ambiente e Desenvolvimento Sustentável aprovou proposta que prevê que os veterinários serão obrigados a denunciar imediatamente à Polícia Judiciária quando constatarem indícios de maus-tratos nos animais atendidos. Deverá constar na denúncia: nome, endereço e contato do acompanhante do animal; informações sobre o atendimento prestado; descrição de sua situação de saúde e procedimentos realizados. https://goo.gl/xrEYH1",Photo,,,04/26/2018 4:03:00 PM, ,283143,283143,0,388371,388371,0,18314,9465,11670,22,25,26410,19220,0,0,1700,0,0,0,0,0,0,0,0,0,0,3466,10144,592,,3578,10674,793,,,8512,111,1251,,10229,115,1326,16,9,,,15,7,,
316136345150243_1610536795710185,https://www.facebook.com/camaradeputados/posts/1610536795710185,"Foi sancionado, com oito vetos, projeto que estipula como os agentes públicos devem interpretar normas legais. O texto traz novos princípios gerais que devem ser observados nas decisões de órgãos públicos, como do Judiciário, do Ministério Público e de tribunais de contas. goo.gl/BWie9n",Photo,,,04/26/2018 1:02:00 PM, ,11008,11008,0,13725,13725,0,400,285,385,2,2,10184,8191,0,0,290,0,0,0,0,0,0,0,0,0,0,52,120,13,,54,123,26,,,202,60,62,,259,61,65,1,1,,,1,1,,
316136345150243_1608414382589093,https://www.facebook.com/camaradeputados/posts/1608414382589093,"A Comissão de Trabalho, de Administração e Serviço Público aprovou proposta que limita em 3 dias úteis o prazo para expedição de alvará de levantamento de valores para pagamento devido pelo empregador. Com este documento, o advogado pode liberar o dinheiro das ações trabalhistas de seus clientes. O projeto ainda será analisado pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/GnwQFa",Photo,,,04/26/2018 7:04:00 AM, ,6568,6568,0,8125,8125,0,161,109,123,2,2,6085,4744,0,0,106,0,0,0,0,0,0,0,0,0,0,28,56,5,,30,59,11,,,84,,29,,93,,30,1,1,,,1,1,,
316136345150243_1609762929120905,https://www.facebook.com/camaradeputados/posts/1609762929120905,"A Comissão de Constituição e Justiça e de Cidadania aprovou uma proposta que permite aos juízes decretar o bloqueio dos bens de agentes públicos investigados por improbidade administrativa. O projeto retornará para o Senado Federal, onde foi criado, para discussão das alterações feitas pela Câmara no texto original. https://goo.gl/bs1gYA",Photo,,,04/25/2018 4:03:00 PM, ,7453,7453,0,9583,9583,0,226,105,131,2,2,6964,5349,0,0,180,0,0,0,0,0,0,0,0,0,0,47,123,15,,48,128,23,,,76,,30,,101,,30,1,1,,,1,1,,
316136345150243_1603708669726331,https://www.facebook.com/camaradeputados/posts/1603708669726331,"A Comissão de Defesa do Consumidor aprovou proposta que obriga os postos a deixar visível para o consumidor a origem do combustível, com o nome do fornecedor e se o produto é refinado ou formulado. A gasolina formulada é produzida a partir de sobras de combustível comum, sua qualidade é inferior à da refinada, mas a venda é autorizada pela ANP. https://goo.gl/FT1K6H",Photo,,,04/25/2018 1:02:00 PM, ,17330,17330,0,22563,22563,0,754,580,659,2,2,11075,8591,0,0,440,0,0,0,0,0,0,0,0,0,0,107,226,35,,110,231,47,,,520,7,60,,587,7,65,2,,,,2,,,
316136345150243_1608415762588955,https://www.facebook.com/camaradeputados/posts/1608415762588955,"Segundo projeto aprovado pela Comissão de Defesa do Consumidor, serão nulas as cláusulas que fixem multas em caso de cancelamento antecipado dos contratos de prestação de serviço, a chamada fidelização. A proposta ainda precisa ser analisada pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/cauVDG",Photo,,,04/25/2018 7:07:00 AM, ,11058,11058,0,13945,13945,0,415,229,292,1,1,8927,6964,0,0,302,0,0,0,0,0,0,0,0,0,0,75,207,21,,77,207,24,,,176,6,62,,218,6,68,1,,,,1,,,
316136345150243_1608767539220444,https://www.facebook.com/camaradeputados/posts/1608767539220444,"A Câmara aprovou uma proposta que destina para as escolas públicas de ensino infantil, fundamental e médio 30% dos recursos arrecadados pela Receita Federal com a licitação de mercadorias importadas apreendidas. O projeto seguirá para o @SenadoFederal. https://goo.gl/1R8nEh",Photo,,,04/24/2018 3:58:00 PM, ,14498,14498,0,17936,17936,0,499,277,361,0,0,10785,8572,0,0,391,0,0,0,0,0,0,0,0,0,0,87,247,44,,88,264,58,,,212,4,75,,277,4,80,,,,,,,,
316136345150243_1607663012664230,https://www.facebook.com/camaradeputados/posts/1607663012664230,"A Comissão de Defesa do Consumidor aprovou uma proposta que proíbe a cobrança pelo serviço de dados em roaming internacional caso a ativação não tenha sido prévia e expressamente autorizada pelo usuário. O objetivo é impedir a conexão automática às redes locais, que geram valores inesperados nas faturas. https://goo.gl/yKFCqm",Photo,,,04/24/2018 1:01:00 PM, ,4142,4142,0,5433,5433,0,116,62,80,1,1,4474,3391,0,0,95,0,0,0,0,0,0,0,0,0,0,14,48,9,,14,48,17,,,37,1,25,,51,1,28,1,,,,1,,,
316136345150243_1608417632588768,https://www.facebook.com/camaradeputados/posts/1608417632588768,"Foi sancionada a lei 13.654/18, que aumenta a pena para roubo para 4 a 10 anos de prisão em caso de uso de explosivos. A lei ainda determina que os caixas eletrônicos dos bancos deverão ter tecnologia para inutilizar as cédulas em caso de arrombamento. https://goo.gl/jeHWDQ",Photo,,,04/24/2018 9:02:00 AM, ,13090,13090,0,16399,16399,0,436,250,329,4,4,10410,8252,0,0,333,0,0,0,0,0,0,0,0,0,0,80,187,49,,81,198,65,,,183,7,65,,255,7,67,3,1,,,3,1,,
316136345150243_1604680216295843,https://www.facebook.com/camaradeputados/posts/1604680216295843,"De acordo com proposta aprovada pela Comissão de Viação e Transportes, será obrigatório o uso de materiais antiderrapantes para revestir vias, ainda que temporariamente. O Conselho Nacional de Trânsito fará a regulamentação desta norma. O projeto ainda será analisado pela pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/Euh6YP",Photo,,,04/24/2018 7:05:00 AM, ,11821,11821,0,14961,14961,0,413,283,384,1,1,8987,7372,0,0,303,0,0,0,0,0,0,0,0,0,0,46,156,41,,46,160,54,,,253,2,44,,336,2,46,,1,,,,1,,
316136345150243_1603695856394279,https://www.facebook.com/camaradeputados/posts/1603695856394279,"A Comissão de Seguridade Social e Família aprovou projeto que inclui todos os crimes de pedofilia na Lei dos Crimes Hediondos. A pena para esses crimes deve ser cumprida inicialmente em regime fechado e não pode receber anistia, graça, indulto nem fiança. https://goo.gl/hhfDHF",Photo,,,04/23/2018 4:07:00 PM, ,45993,45993,0,62087,62087,0,2421,1100,1557,9,10,21841,16618,0,0,1191,0,0,0,0,0,0,0,0,0,0,450,1595,123,,486,1716,150,,,904,35,271,,1222,43,292,8,2,,,7,2,,
316136345150243_1604640396299825,https://www.facebook.com/camaradeputados/posts/1604640396299825,"A Comissão de Trabalho, de Administração e Serviço Público aprovou projeto que obriga veículos oficiais ou a serviço do poder público a terem rastreadores. O objetivo desta medida é inibir o uso desses automóveis para fins particulares. https://goo.gl/ERKd4R",Photo,,,04/23/2018 1:01:00 PM, ,13982,13982,0,17754,17754,0,621,350,469,3,3,12073,9892,0,0,498,0,0,0,0,0,0,0,0,0,0,88,317,54,,95,323,76,,,296,11,56,,395,12,62,2,1,,,2,1,,
316136345150243_1604835866280278,https://www.facebook.com/camaradeputados/posts/1604835866280278,"Nesta terça-feira (24), às 16h30, o relator do projeto de inclusão obrigatória no cadastro positivo, deputado Walter Ihoshi (PSD-SP), fará um videochat para debater o assunto com os internautas. Mande perguntas aqui nos comentários e tire suas dúvidas sobre como essa proposta muda a sua vida.",Photo,,,04/23/2018 6:56:00 AM, ,6524,6524,0,8384,8384,0,215,125,195,1,1,5804,4374,0,0,128,0,0,0,0,0,0,0,0,0,0,22,87,36,,26,89,60,,,104,3,26,,155,3,37,1,,,,1,,,
316136345150243_1601868333243698,https://www.facebook.com/camaradeputados/posts/1601868333243698,"Esta é a última semana para inscrição no programa Eleitor Mirim 2018. Se você é professor do ensino fundamental do 5º e 6º anos e gostaria que seus alunos participassem, basta mandar uma redação com o tema “Por que eu quero que minha turma participe do programa Eleitor Mirim 2018?” para o email plenarinho@camara.leg.br. O prazo de encerramento das inscrições é 27 de abril. Saiba mais sobre o programa em https://goo.gl/tYGXWM.",Photo,,,04/22/2018 6:30:00 AM, ,11105,11105,0,13781,13781,0,349,287,376,4,4,10136,8182,0,0,232,0,0,0,0,0,0,0,0,0,0,21,62,32,,22,64,41,,,242,11,57,,304,11,61,4,,,,4,,,
316136345150243_1596727710424427,https://www.facebook.com/camaradeputados/posts/1596727710424427,"Visite a exposição D. João VI e a Construção do Brasil, com o legado de D.João VI para o surgimento do Estado Brasileiro. De 18/04 a 23/05, no corredor de acesso ao Plenário.",Photo,,,04/21/2018 6:14:00 AM, ,9440,9440,0,12688,12688,0,397,174,229,4,4,8105,6226,0,0,192,0,0,0,0,0,0,0,0,0,0,39,265,13,,41,279,18,,,132,,51,,176,,53,3,1,,,3,1,,
316136345150243_1604639319633266,https://www.facebook.com/camaradeputados/posts/1604639319633266,A Comissão de Meio Ambiente e Desenvolvimento Sustentável aprovou proposta que permite que contribuintes possam deduzir do imposto de renda as doações feitas para entidades sem fins lucrativos de proteção animal. O projeto ainda será analisado por outras comissões da Câmara. https://goo.gl/m6NgYV,Photo,,,04/20/2018 4:09:00 PM, ,35137,35137,0,46161,46161,0,1584,671,929,6,6,11352,8507,0,0,374,0,0,0,0,0,0,0,0,0,0,378,1013,78,,387,1059,106,,,542,17,153,,749,20,160,6,,,,6,,,
316136345150243_1604659306297934,https://www.facebook.com/camaradeputados/posts/1604659306297934,"Novos debates surgiram nas redes sociais sobre a intervenção no Rio. Começa a ganhar força a discussão sobre a necessidade, ou não, de militares, e não policiais, fazendo a segurança da população. https://goo.gl/pwYEqX
Dados divulgados pelo Instituto de Segurança Pública do estado do Rio apresentam o perfil dos grupos mais vulneráveis à violência. https://goo.gl/63V8xU 
O Olerj se reuniu com o ObservaRio, fórum do Ministério dos Direitos Humanos que acompanha as ações do Gabinete da Intervenção no estado fluminense. As duas equipes acertaram um acordo de parceria na fiscalização e no recebimento das denúncias da população. https://goo.gl/E6nRg4 #olerj #intervencao",Photo,,,04/20/2018 1:32:00 PM, ,5193,5193,0,6520,6520,0,86,64,104,0,0,5520,4135,0,0,74,0,0,0,0,0,0,0,0,0,0,3,26,11,,3,27,27,,,47,2,19,,81,3,20,,,,,,,,
316136345150243_1603695553060976,https://www.facebook.com/camaradeputados/posts/1603695553060976,"A Comissão de Educação aprovou projeto do Senado Federal, que institui o Exame Nacional de Revalidação de Diplomas Médicos Expedidos por Universidades Estrangeiras (Revalida) e o torna obrigatório. Atualmente, o exame é regulamentado por uma portaria interministerial e não é obrigatório. https://goo.gl/tNZ7RH",Photo,,,04/20/2018 7:03:00 AM, ,27006,27006,0,44415,44415,0,2190,1686,2223,5,5,10982,8705,0,0,403,0,0,0,0,0,0,0,0,0,0,113,743,71,,117,829,113,,,1560,74,177,,1963,78,182,4,1,,,4,1,,
316136345150243_1603693536394511,https://www.facebook.com/camaradeputados/posts/1603693536394511,"A Comissão de Defesa dos Direitos das Pessoas com Deficiência aprovou uma proposta que acaba com o intervalo mínimo de dois anos para troca de carro com isenção de IPI para pessoas com deficiência, desde que a substituição ocorra porque o veículo tenha sido roubado, furtado ou destruído. O projeto ainda será analisado por outras comissões da Câmara. https://goo.gl/gLuZ1S",Photo,,,04/19/2018 3:57:00 PM, ,40272,40272,0,56557,56557,0,4105,3630,4460,9,9,11364,8457,0,0,556,0,0,0,0,0,0,0,0,0,0,225,734,117,,245,781,198,,,3391,132,373,,3929,140,391,6,3,,,6,3,,
316136345150243_1603656609731537,https://www.facebook.com/camaradeputados/posts/1603656609731537,A Comissão de Constituição e Justiça e de Cidadania aprovou proposta que aumenta a punição entre 1/6 e 1/3 para quem praticar maus-tratos contra animais quando forem constatados atos de zoofilia. O texto segue para debate no Plenário. https://goo.gl/bu4qQ5,Photo,,,04/19/2018 1:02:00 PM, ,60137,60137,0,81445,81445,0,4655,2366,3219,12,14,18953,14633,0,0,1320,0,0,0,0,0,0,0,0,0,0,727,2538,305,,747,2582,397,,,2030,40,419,,2736,41,442,11,3,,,9,3,,
316136345150243_1603492646414600,https://www.facebook.com/camaradeputados/posts/1603492646414600,"Proposta em discussão criminaliza a violência psicológica praticada contra as mulheres, por meio de ameaça, humilhação, manipulação, chantagem, ridicularização e limitação do direito de ir e vir. A proposta será debatida em comissões e depois pelo Plenário da Câmara. Veja a proposta: https://goo.gl/P5VYsT",Photo,,,04/19/2018 8:00:24 AM, ,35208,35208,0,46519,46519,0,1735,1054,1647,6,6,14775,11232,0,0,679,0,0,0,0,0,0,0,0,0,0,281,769,125,,281,814,244,,,879,32,241,,1333,35,279,6,,,,6,,,
316136345150243_1601915896572275,https://www.facebook.com/camaradeputados/posts/1601915896572275,"A Comissão de Constituição e Justiça e de Cidadania aprovou proposta que pune com prisão de um a três anos para quem reproduzir imagens de cadáver na internet ou em outras mídias. Se o responsável pela divulgação tiver acesso à cena por meio de sua profissão, a pena será aumentada em 1/3. A proposta segue para debate no Plenário. https://goo.gl/AAMnrt",Photo,,,04/18/2018 4:07:00 PM, ,99567,99567,0,144346,144346,0,7862,6230,8989,20,21,35576,25892,0,0,2240,0,0,0,0,0,0,0,0,0,0,746,2484,757,,759,2693,1144,,,5782,69,879,,8020,75,894,15,4,2,,15,4,1,
316136345150243_1600956483334883,https://www.facebook.com/camaradeputados/posts/1600956483334883,"A Comissão de Seguridade Social e Família aprovou uma proposta que condiciona a concessão de alvará para eventos culturais e esportivos à existência de atendimento prioritário para idosos, pessoas com deficiência, gestantes, lactantes e pessoas com crianças de colo.  O projeto segue para análise pela Comissão de Constituição e Justiça e de Cidadania. https://goo.gl/7mBFLn",Photo,,,04/18/2018 1:05:00 PM, ,4532,4532,0,5864,5864,0,77,34,39,1,1,4705,3618,0,0,62,0,0,0,0,0,0,0,0,0,0,14,39,2,,15,40,2,,,20,1,15,,23,1,15,1,,,,1,,,
